Store,Dept,Date,Weekly_Sales,IsHoliday_x,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday_y,Month,Week,Year,IsHoliday
19,60,2011-05-06,651.2,False,A,203819,50.43,4.192,,,,,,134.5143667,7.658,False,5,18,2011,0
34,8,2011-06-17,24399.58,False,A,158114,76.58,3.618,,,,,,129.0432,10.581,False,6,24,2011,0
29,5,2010-07-09,11189.95,False,B,93638,79.22,2.806,,,,,,132.5461333,10.409,False,7,27,2010,0
41,46,2012-06-22,34556.2,False,A,196321,66.88,3.735,6390.33,753.88,8.58,3431.59,4741.92,197.7389345,6.547,False,6,25,2012,0
16,19,2010-09-03,810.94,False,B,57197,58.02,2.773,,,,,,190.3621607,6.868,False,9,35,2010,0
18,81,2011-08-19,7518.49,False,B,120653,69.24,3.82,,,,,,136.183129,8.89,False,8,33,2011,0
5,90,2012-10-19,3244.46,False,B,34875,69.17,3.594,908.91,,,,709.95,224.0192873,5.422,False,10,42,2012,0
1,19,2011-01-07,955.71,False,A,151315,48.27,2.976,,,,,,211.4047419,7.742,False,1,1,2011,0
12,60,2012-01-06,413.6,False,B,112238,50.43,3.599,11181.59,33829.84,36.96,624.05,10152.27,130.1575161,12.187,False,1,1,2012,0
35,12,2011-04-01,1686.77,False,B,103681,37.27,3.638,,,,,,137.9558929,8.512,False,4,13,2011,0
10,96,2010-10-08,9476.48,False,B,126512,77.04,2.924,,,,,,126.2791667,9.003,False,10,40,2010,0
18,10,2011-10-14,14785.76,False,B,120653,60.26,3.583,,,,,,136.5150968,8.471,False,10,41,2011,0
11,10,2012-08-31,24874.72,False,A,207499,86.49,3.638,16650.73,120.0,45.0,7575.93,6689.78,225.8293063,6.334,False,8,35,2012,0
29,74,2012-09-07,9786.88,True,B,93638,73.3,3.921,6434.83,49.02,42.16,1096.81,3319.92,138.4729355,9.419,True,9,36,2012,1
23,24,2011-12-09,19250.01,False,B,114533,36.4,3.47,5491.42,,611.34,4318.8,13208.67,136.5030667,4.42,False,12,49,2011,0
28,37,2011-05-06,2559.56,False,A,206302,68.4,4.193,,,,,,129.0444333,13.736,False,5,18,2011,0
21,58,2011-04-01,1020.0,False,B,140167,56.36,3.524,,,,,,214.4886908,7.931,False,4,13,2011,0
16,91,2011-01-28,1159.88,False,B,57197,20.8,3.008,,,,,,191.667891,6.614,False,1,4,2011,0
3,24,2011-04-22,2587.62,False,B,37392,76.91,3.807,,,,,,218.851237,7.574,False,4,16,2011,0
26,19,2011-06-24,849.48,False,A,152513,56.94,3.851,,,,,,135.2652667,7.818,False,6,25,2011,0
24,81,2011-10-28,22959.24,False,A,203819,48.0,3.757,,,,,,136.4884516,8.454,False,10,43,2011,0
45,80,2011-12-23,858.72,False,B,118221,42.27,3.389,797.1,89.14,1962.19,17.0,2985.51,188.9299752,8.523,False,12,51,2011,0
10,37,2012-10-05,3977.13,False,B,126512,80.88,4.132,8975.95,,46.24,9546.75,7186.77,131.0756667,6.943,False,10,40,2012,0
20,42,2012-05-11,8706.74,False,A,203742,63.19,3.889,17598.62,,19.51,2889.48,3242.44,214.5319099,7.139,False,5,19,2012,0
39,5,2010-03-26,37560.84,False,A,184109,54.83,2.732,,,,,,209.7870932,8.554,False,3,12,2010,0
7,38,2012-08-17,37162.14,False,B,70713,59.66,3.545,1266.82,34.6,46.86,1649.91,1421.44,198.1001057,7.872,False,8,33,2012,0
26,38,2012-08-24,100466.97,False,A,152513,62.08,3.874,4507.08,33.6,149.46,1866.46,4685.63,138.2814516,7.405,False,8,34,2012,0
3,92,2011-05-13,6232.0,False,B,37392,79.87,3.899,,,,,,219.3683556,7.574,False,5,19,2011,0
8,2,2010-12-17,40156.05,False,A,155078,45.03,2.869,,,,,,214.7510843,6.433,False,12,50,2010,0
16,81,2011-05-06,3607.48,False,B,57197,38.64,3.735,,,,,,192.7252006,6.339,False,5,18,2011,0
12,6,2010-02-05,5926.11,False,B,112238,49.47,2.962,,,,,,126.4420645,13.975,False,2,5,2010,0
32,25,2010-05-21,9071.76,False,A,203007,55.89,2.776,,,,,,189.467827,8.963,False,5,20,2010,0
34,8,2011-06-24,24988.72,False,A,158114,77.16,3.57,,,,,,129.0663,10.581,False,6,25,2011,0
18,95,2012-01-13,52365.23,False,B,120653,35.25,3.523,3761.79,22411.4,10.54,807.3,2977.83,136.753,8.075,False,1,2,2012,0
24,20,2012-04-13,4444.68,False,A,203819,48.65,4.187,4765.31,5896.55,57.4,1204.7,3980.37,137.868,8.983,False,4,15,2012,0
7,42,2012-01-20,4725.16,False,B,70713,27.41,3.055,1967.73,2791.5,0.73,213.86,4297.27,196.7796652,8.256,False,1,3,2012,0
28,59,2010-09-17,275.41,False,A,206302,82.45,3.028,,,,,,126.1454667,14.18,False,9,37,2010,0
13,29,2011-04-29,4869.43,False,A,219622,43.85,3.683,,,,,,128.9998667,7.193,False,4,17,2011,0
44,72,2011-09-30,92.82,False,C,39910,68.28,3.623,,,,,,129.6060667,6.56,False,9,39,2011,0
22,9,2011-09-02,23062.05,False,B,119557,69.16,3.784,,,,,,140.196985,8.023,False,9,35,2011,0
32,92,2012-05-25,101774.74,False,A,203007,59.74,3.804,7581.03,,216.17,748.97,3014.25,197.5886046,8.09,False,5,21,2012,0
17,17,2012-05-18,9086.75,False,B,93188,59.67,3.808,3847.57,,92.93,1216.19,2403.0,131.0983226,6.235,False,5,20,2012,0
9,29,2010-03-05,2110.94,False,B,125833,48.43,2.625,,,,,,214.9054721,6.415,False,3,9,2010,0
26,52,2012-10-19,1678.88,False,A,152513,43.51,4.0,1697.09,,2.64,106.35,2481.19,138.8336129,7.138,False,10,42,2012,0
27,44,2011-06-10,4638.68,False,A,204184,73.26,4.025,,,,,,138.8606382,7.725,False,6,23,2011,0
37,87,2011-09-23,1268.82,False,C,39910,78.35,3.467,,,,,,215.1233185,8.177,False,9,38,2011,0
6,80,2012-10-19,13603.81,False,A,202505,69.68,3.594,1476.45,,3.1,31.32,4080.57,225.0501013,5.329,False,10,42,2012,0
40,45,2010-05-14,10.47,False,A,155083,45.5,2.983,,,,,,132.152129,5.435,False,5,19,2010,0
26,1,2010-04-23,17291.26,False,A,152513,39.68,2.895,,,,,,132.0226667,8.512,False,4,16,2010,0
8,34,2011-12-09,8860.26,False,A,155078,30.51,3.158,4425.92,36.0,346.05,1791.15,9889.35,222.4651238,6.123,False,12,49,2011,0
14,49,2011-09-02,12042.34,False,A,200898,70.63,3.703,,,,,,186.6189274,8.625,False,9,35,2011,0
4,33,2011-04-22,13021.84,False,A,205863,68.8,3.781,,,,,,128.9553,5.946,False,4,16,2011,0
39,28,2011-10-21,826.67,False,A,184109,67.65,3.353,,,,,,216.2468287,7.716,False,10,42,2011,0
42,13,2012-03-16,17124.18,False,C,39690,62.11,4.273,438.48,1.5,2.35,,2251.09,130.8261935,7.545,False,3,11,2012,0
39,25,2011-02-18,5971.43,False,A,184109,58.2,3.045,,,,,,212.0063522,8.395,False,2,7,2011,0
29,1,2011-06-03,11011.08,False,B,93638,70.09,3.973,,,,,,134.8551613,9.966,False,6,22,2011,0
11,11,2010-05-14,16361.16,False,A,207499,77.64,2.854,,,,,,213.6196139,7.343,False,5,19,2010,0
7,38,2010-08-13,33132.11,False,B,70713,60.13,2.723,,,,,,190.2611552,9.017,False,8,32,2010,0
42,81,2010-10-22,14790.83,False,C,39690,68.12,3.014,,,,,,126.3815484,9.003,False,10,42,2010,0
9,90,2012-06-22,3349.74,False,B,125833,81.05,3.346,2886.26,3.8,,1270.8,4545.91,225.5495841,5.539,False,6,25,2012,0
15,46,2012-02-24,12479.43,False,B,123737,33.18,3.917,6881.03,5859.12,1.0,3607.57,4147.13,137.3411034,7.943,False,2,8,2012,0
19,25,2012-09-28,13104.94,False,A,203819,56.81,4.158,2992.04,48.46,,2463.88,3732.36,138.7395,8.193,False,9,39,2012,0
45,59,2012-06-01,154.33,False,B,118221,74.48,3.742,10643.62,48.2,201.56,2599.35,1856.97,191.0091712,8.567,False,6,22,2012,0
41,9,2011-02-04,15098.43,False,A,196321,14.56,3.011,,,,,,191.7625895,7.241,False,2,5,2011,0
34,25,2011-10-14,5196.89,False,A,158114,54.72,3.283,,,,,,129.7706452,10.148,False,10,41,2011,0
40,56,2012-08-10,1276.13,False,A,155083,70.09,3.772,10965.65,130.69,0.32,4849.39,2266.63,138.1437742,4.156,False,8,32,2012,0
11,96,2011-01-14,18997.61,False,A,207499,45.34,2.983,,,,,,214.7470729,7.551,False,1,2,2011,0
36,67,2010-05-14,1397.8,False,A,39910,77.53,2.805,,,,,,209.118536,8.464,False,5,19,2010,0
27,33,2010-04-09,13529.52,False,A,204184,62.62,2.992,,,,,,135.7856359,8.058,False,4,14,2010,0
40,46,2011-10-07,8373.46,False,A,155083,50.21,3.633,,,,,,136.472,4.42,False,10,40,2011,0
35,28,2011-06-24,483.38,False,B,103681,72.02,3.804,,,,,,139.1832917,8.512,False,6,25,2011,0
9,96,2010-07-30,3701.93,False,B,125833,79.83,2.64,,,,,,214.9257105,6.442,False,7,30,2010,0
14,93,2010-04-16,60795.82,False,A,200898,54.28,2.899,,,,,,181.6924769,8.899,False,4,15,2010,0
6,25,2010-05-28,19737.0,False,A,202505,78.89,2.759,,,,,,212.412888,7.092,False,5,21,2010,0
5,60,2012-09-21,333.0,False,B,34875,71.09,3.721,3033.26,5.73,1.1,83.82,4579.05,223.3737593,5.603,False,9,38,2012,0
2,41,2012-03-02,1417.75,False,A,202307,58.79,3.63,23901.27,2144.7,9.0,9799.63,4929.53,220.4866886,7.057,False,3,9,2012,0
25,14,2010-04-30,10100.19,False,B,128107,50.97,2.921,,,,,,203.6503685,7.856,False,4,17,2010,0
21,36,2010-05-07,1878.5,False,B,140167,70.87,2.835,,,,,,210.0011018,8.2,False,5,18,2010,0
12,13,2011-12-02,46497.7,False,B,112238,52.5,3.701,4868.73,,2022.46,3768.45,18368.11,129.8459667,12.89,False,12,48,2011,0
43,38,2012-07-27,57244.6,False,C,41062,82.01,3.407,22.35,,1.19,,1452.64,213.3303963,9.285,False,7,30,2012,0
4,52,2011-10-28,5199.55,False,A,205863,55.31,3.362,,,,,,129.7936774,5.143,False,10,43,2011,0
29,91,2011-12-23,4100.71,False,B,93638,39.83,3.413,373.34,5.21,676.82,10.5,1730.4,136.5883871,9.357,False,12,51,2011,0
13,13,2012-05-25,45540.02,False,A,219622,62.39,3.801,7282.07,,416.15,1048.83,7293.87,131.0287742,5.965,False,5,21,2012,0
5,98,2011-10-07,10.5,False,B,34875,71.64,3.285,,,,,,217.6123648,6.3,False,10,40,2011,0
10,31,2012-04-06,4888.12,False,B,126512,65.99,4.282,9256.0,,23.74,4802.15,8553.67,131.0375484,7.382,False,4,14,2012,0
12,82,2011-10-07,14346.61,False,B,112238,70.44,3.827,,,,,,129.6938,12.89,False,10,40,2011,0
18,5,2012-05-25,12133.32,False,B,120653,65.48,3.85,12179.37,,251.38,2595.31,1605.36,138.1101935,8.304,False,5,21,2012,0
21,40,2011-02-25,43004.43,False,B,140167,61.27,3.065,,,,,,213.190421,8.028,False,2,8,2011,0
7,22,2011-04-01,5720.4,False,B,70713,24.83,3.461,,,,,,192.2691707,8.595,False,4,13,2011,0
34,44,2012-06-01,2692.63,False,A,158114,70.41,3.483,10054.19,,128.85,87.9,5049.13,130.9592258,9.575,False,6,22,2012,0
38,31,2012-07-27,46.5,False,C,39690,93.47,3.769,0.27,,,,1622.77,130.7195806,10.926,False,7,30,2012,0
26,34,2011-02-25,6187.49,False,A,152513,16.3,3.281,,,,,,133.4921429,7.907,False,2,8,2011,0
24,31,2012-05-18,1633.51,False,A,203819,63.1,4.029,5955.53,,187.0,1529.05,4424.94,138.1065806,8.983,False,5,20,2012,0
17,27,2012-10-19,1758.7,False,B,93188,48.16,3.781,708.27,,1.4,14.01,1328.57,131.1499677,5.527,False,10,42,2012,0
5,56,2010-03-19,3186.25,False,B,34875,55.46,2.72,,,,,,211.770897,6.566,False,3,11,2010,0
41,25,2010-05-28,7993.0,False,A,196321,56.97,2.737,,,,,,189.4452425,7.363,False,5,21,2010,0
1,92,2012-08-10,150012.51,False,A,151315,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,False,8,32,2012,0
7,31,2012-02-03,1999.37,False,B,70713,22.2,3.031,56917.7,1839.82,4.53,16241.73,2414.97,196.8728921,8.256,False,2,5,2012,0
11,80,2011-12-16,16533.41,False,A,207499,59.69,3.159,1812.02,143.06,592.44,669.07,4900.25,222.6426418,7.197,False,12,50,2011,0
12,29,2010-08-13,6182.03,False,B,112238,87.01,3.159,,,,,,126.064,14.18,False,8,32,2010,0
29,41,2010-04-23,1213.0,False,B,93638,51.04,2.895,,,,,,132.0226667,10.16,False,4,16,2010,0
16,32,2010-02-26,4396.45,False,B,57197,18.12,2.586,,,,,,189.6018023,7.039,False,2,8,2010,0
9,91,2010-06-18,963.09,False,B,125833,82.99,2.637,,,,,,215.0166484,6.384,False,6,24,2010,0
25,40,2010-04-23,45356.26,False,B,128107,46.12,2.902,,,,,,203.6905586,7.856,False,4,16,2010,0
9,14,2011-03-04,6269.54,False,B,125833,60.67,3.288,,,,,,217.4036503,6.416,False,3,9,2011,0
20,46,2012-03-09,35407.64,False,A,203742,41.14,3.848,10686.42,750.14,3.67,3867.16,3518.62,213.8711137,6.961,False,3,10,2012,0
13,1,2012-10-12,47496.96,False,A,219622,55.1,3.797,1927.15,,9.72,518.97,11269.24,131.1083333,5.621,False,10,41,2012,0
19,92,2012-09-07,125067.37,True,A,203819,72.2,4.076,9053.47,27.41,22.94,1677.12,4844.18,138.4729355,8.193,True,9,36,2012,1
21,81,2011-09-09,5127.9,True,B,140167,78.87,3.546,,,,,,215.5148295,7.852,True,9,36,2011,1
31,51,2010-05-07,7.03,False,A,203750,70.87,2.835,,,,,,210.0011018,8.2,False,5,18,2010,0
18,56,2010-06-11,10348.42,False,B,120653,64.08,2.83,,,,,,132.4357419,9.269,False,6,23,2010,0
27,37,2010-08-27,2923.5,False,A,204184,70.31,2.885,,,,,,136.557015,7.982,False,8,34,2010,0
5,34,2011-08-26,3722.34,False,B,34875,89.18,3.523,,,,,,216.2950176,6.529,False,8,34,2011,0
15,5,2012-02-24,17769.14,False,B,123737,33.18,3.917,6881.03,5859.12,1.0,3607.57,4147.13,137.3411034,7.943,False,2,8,2012,0
5,91,2011-04-01,1274.86,False,B,34875,61.5,3.524,,,,,,215.4024406,6.489,False,4,13,2011,0
28,38,2011-08-26,44745.61,False,A,206302,94.61,3.74,,,,,,129.2832581,13.503,False,8,34,2011,0
19,20,2011-10-21,5628.28,False,A,203819,52.05,3.757,,,,,,136.5017742,7.866,False,10,42,2011,0
35,2,2011-11-11,43610.88,False,B,103681,49.69,3.53,22242.79,13392.67,1134.49,2951.74,5421.27,140.4111613,8.745,False,11,45,2011,0
39,91,2011-11-18,62637.2,False,A,184109,66.09,3.308,3378.96,215.22,162.51,486.32,6941.94,216.9395861,7.716,False,11,46,2011,0
4,27,2011-04-22,1952.12,False,A,205863,68.8,3.781,,,,,,128.9553,5.946,False,4,16,2011,0
45,4,2011-03-04,24814.4,False,B,118221,38.65,3.433,,,,,,184.3879911,8.549,False,3,9,2011,0
17,6,2012-09-07,4793.21,True,B,93188,61.99,3.689,13396.45,,18.08,1299.65,1333.12,130.9325484,5.936,True,9,36,2012,1
45,4,2012-10-26,24627.94,False,B,118221,58.85,3.882,4018.91,58.08,100.0,211.94,858.33,192.3088989,8.667,False,10,43,2012,0
18,26,2011-04-08,9781.64,False,B,120653,43.32,3.72,,,,,,134.1777742,8.975,False,4,14,2011,0
29,24,2012-05-25,3173.21,False,B,93638,62.39,3.85,7467.41,,290.33,309.68,2750.24,138.1101935,9.14,False,5,21,2012,0
19,50,2011-08-26,1397.0,False,A,203819,69.34,3.906,,,,,,136.2136129,7.806,False,8,34,2011,0
21,74,2011-05-13,12252.37,False,B,140167,75.04,3.899,,,,,,215.6124735,7.931,False,5,19,2011,0
14,9,2012-04-20,27118.84,False,A,200898,63.13,4.027,32124.49,6870.09,100.15,2213.04,3706.04,190.8138013,8.567,False,4,16,2012,0
19,32,2010-02-05,8250.87,False,A,203819,20.96,2.954,,,,,,131.5279032,8.35,False,2,5,2010,0
3,91,2012-01-13,147.84,False,B,37392,51.86,3.261,3927.76,3323.64,,226.97,1725.19,223.3755259,6.833,False,1,2,2012,0
33,17,2011-03-25,180.65,False,A,39690,63.34,3.716,,,,,,128.6160645,8.951,False,3,12,2011,0
1,52,2011-11-18,1703.73,False,A,151315,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,False,11,46,2011,0
14,2,2010-03-26,78560.16,False,A,200898,54.36,2.854,,,,,,181.9718697,8.992,False,3,12,2010,0
18,59,2010-02-19,979.77,False,B,120653,30.91,2.747,,,,,,131.637,9.202,False,2,7,2010,0
6,72,2010-03-19,71927.91,False,A,202505,56.55,2.72,,,,,,212.7351935,7.259,False,3,11,2010,0
27,19,2012-02-24,1677.19,False,A,204184,41.74,3.917,16993.22,13384.32,9.6,8237.33,9045.21,141.3007857,8.009,False,2,8,2012,0
5,87,2012-05-18,12079.12,False,B,34875,70.45,3.63,2639.05,,65.34,243.73,2119.63,222.330443,5.801,False,5,20,2012,0
10,12,2010-06-25,10170.81,False,B,126512,90.32,3.084,,,,,,126.1266,9.524,False,6,25,2010,0
40,67,2011-01-28,5089.44,False,A,155083,9.51,3.243,,,,,,133.1059677,5.114,False,1,4,2011,0
35,6,2012-06-01,4385.01,False,B,103681,73.4,3.742,12469.08,,9.66,3040.28,5859.48,142.1095438,8.876,False,6,22,2012,0
26,80,2011-02-25,17615.35,False,A,152513,16.3,3.281,,,,,,133.4921429,7.907,False,2,8,2011,0
29,14,2012-03-02,11016.61,False,B,93638,37.47,3.827,12783.88,800.94,1.09,6884.75,1699.2,137.4238966,8.988,False,3,9,2012,0
2,67,2012-10-12,10034.89,False,A,202307,60.97,3.601,2145.5,,33.31,586.83,10421.01,223.0154263,6.17,False,10,41,2012,0
17,6,2012-08-10,4867.08,False,B,93188,73.29,3.509,3711.96,9.2,4.42,2316.51,1613.36,130.7561613,5.936,False,8,32,2012,0
25,14,2011-12-30,15848.34,True,B,128107,32.42,3.389,4624.26,49913.53,177.05,407.17,2515.09,212.4035763,7.082,True,12,52,2011,1
38,14,2012-02-24,1102.46,False,C,39690,53.13,3.95,102.49,328.86,,2.86,2435.31,130.5502069,12.187,False,2,8,2012,0
2,74,2012-03-02,19126.0,False,A,202307,58.79,3.63,23901.27,2144.7,9.0,9799.63,4929.53,220.4866886,7.057,False,3,9,2012,0
19,9,2012-10-26,31404.13,False,A,203819,56.49,4.071,5430.75,90.07,,904.34,1665.77,138.7281613,7.992,False,10,43,2012,0
34,81,2011-06-10,16195.3,False,A,158114,74.57,3.64,,,,,,129.0357097,10.581,False,6,23,2011,0
14,5,2010-05-07,30234.46,False,A,200898,70.75,2.966,,,,,,181.6468154,8.899,False,5,18,2010,0
37,67,2011-12-23,4949.39,False,C,39910,55.41,3.112,158.11,,7.5,,1316.88,218.0541851,7.716,False,12,51,2011,0
15,92,2012-02-17,19907.75,False,B,123737,30.26,3.874,17822.56,7914.95,1.76,11094.94,4922.19,137.2583103,7.943,False,2,7,2012,0
3,94,2012-02-17,3445.12,False,B,37392,52.39,3.51,2706.87,3128.74,1.88,2396.68,1631.28,223.9170153,6.833,False,2,7,2012,0
26,3,2010-07-16,6303.17,False,A,152513,67.66,2.796,,,,,,132.5667742,8.445,False,7,28,2010,0
40,16,2011-02-25,3612.5,False,A,155083,16.5,3.281,,,,,,133.4921429,5.114,False,2,8,2011,0
27,85,2010-06-18,5458.62,False,A,204184,70.0,2.942,,,,,,136.3243393,8.058,False,6,24,2010,0
24,16,2010-05-28,66632.38,False,A,203819,69.59,3.046,,,,,,132.2939355,8.211,False,5,21,2010,0
19,80,2011-09-02,24066.55,False,A,203819,69.27,3.879,,,,,,136.2440968,7.806,False,9,35,2011,0
15,55,2011-12-16,22374.62,False,B,123737,35.49,3.611,2176.13,19.0,158.53,925.45,1273.02,136.5335161,7.866,False,12,50,2011,0
38,17,2010-07-16,361.73,False,C,39690,97.18,3.094,,,,,,126.1498065,14.18,False,7,28,2010,0
38,28,2011-09-23,67.31,False,C,39690,82.95,3.789,,,,,,129.5183333,13.503,False,9,38,2011,0
27,25,2010-08-20,12011.35,False,A,204184,75.16,2.913,,,,,,136.5249182,7.982,False,8,33,2010,0
38,38,2010-03-05,38381.49,False,C,39690,53.77,2.987,,,,,,126.5782857,13.975,False,3,9,2010,0
16,67,2010-05-28,4179.14,False,B,57197,52.08,2.737,,,,,,189.4452425,6.842,False,5,21,2010,0
6,3,2012-06-01,11698.75,False,A,202505,80.39,3.501,8267.68,16.0,441.83,1904.81,3517.55,223.3539397,5.964,False,6,22,2012,0
35,92,2012-10-12,37910.24,False,B,103681,55.4,4.0,1524.37,,5.33,558.26,6097.45,142.9376167,8.665,False,10,41,2012,0
27,44,2012-03-02,4546.03,False,A,204184,40.07,3.983,28652.29,3088.37,109.25,35364.08,4464.45,141.3875357,8.009,False,3,9,2012,0
33,91,2010-05-14,12207.76,False,A,39690,76.8,3.145,,,,,,126.2085484,9.849,False,5,19,2010,0
22,18,2011-11-11,10058.71,False,B,119557,47.8,3.57,12691.27,16756.86,435.92,3159.94,6275.41,140.4111613,7.706,False,11,45,2011,0
14,40,2012-07-13,58163.09,False,A,200898,79.97,3.523,9158.47,-2.5,5.37,4516.68,2574.55,191.1685192,8.684,False,7,28,2012,0
14,23,2010-08-06,34504.56,False,A,200898,77.17,2.784,,,,,,182.5320862,8.743,False,8,31,2010,0
31,38,2012-04-20,91464.8,False,A,203750,66.97,3.877,8373.31,645.86,16.05,311.94,7709.86,221.2021074,6.891,False,4,16,2012,0
21,49,2011-05-20,11056.62,False,B,140167,68.36,3.907,,,,,,215.3834778,7.931,False,5,20,2011,0
5,30,2012-06-01,911.24,False,B,34875,79.72,3.501,2840.78,,41.58,393.41,2114.0,222.3343277,5.801,False,6,22,2012,0
34,85,2012-06-22,2035.03,False,A,158114,78.85,3.329,4673.0,169.0,,1561.36,4524.99,130.7929,9.575,False,6,25,2012,0
22,36,2010-02-19,110.0,False,B,119557,31.96,2.747,,,,,,135.4657781,8.283,False,2,7,2010,0
33,22,2012-07-20,35.0,False,A,39690,91.49,3.589,648.02,,,,959.57,130.7012903,7.147,False,7,29,2012,0
22,54,2012-09-21,80.6,False,B,119557,63.38,4.056,7150.28,106.01,19.0,1217.3,7556.34,142.6798167,7.753,False,9,38,2012,0
39,21,2012-07-27,5759.32,False,A,184109,82.89,3.407,1476.42,77.44,7.24,1008.3,35419.19,220.6234054,6.623,False,7,30,2012,0
23,52,2011-12-23,6006.85,False,B,114533,27.8,3.413,1003.58,14.2,1683.17,2.0,570.74,136.5883871,4.42,False,12,51,2011,0
3,1,2011-04-15,9203.25,False,B,37392,75.88,3.743,,,,,,218.6788642,7.574,False,4,15,2011,0
4,11,2011-09-16,20150.91,False,A,205863,72.76,3.532,,,,,,129.4306,5.644,False,9,37,2011,0
19,12,2012-02-24,5608.45,False,A,203819,33.91,3.917,13926.46,11835.35,2.8,4929.34,6287.18,137.3411034,7.943,False,2,8,2012,0
44,72,2011-09-16,59.23,False,C,39910,67.54,3.641,,,,,,129.4306,6.56,False,9,37,2011,0
16,28,2011-09-16,204.13,False,B,57197,53.68,3.596,,,,,,194.7419707,6.338,False,9,37,2011,0
35,21,2011-01-21,3450.05,False,B,103681,30.13,3.229,,,,,,136.8870657,8.549,False,1,3,2011,0
15,41,2011-12-09,2760.41,False,B,123737,38.53,3.627,3581.98,193.94,75.62,1713.45,5227.94,136.5030667,7.866,False,12,49,2011,0
41,55,2012-05-04,5497.77,False,A,196321,52.86,3.903,10188.76,,308.08,5903.45,2996.97,197.6063534,6.547,False,5,18,2012,0
31,60,2010-07-16,228.8,False,A,203750,85.61,2.623,,,,,,210.7577954,8.099,False,7,28,2010,0
36,25,2010-12-24,33.0,False,A,39910,59.1,2.863,,,,,,210.1805602,8.476,False,12,51,2010,0
18,56,2012-05-04,14155.09,False,B,120653,49.66,3.991,13737.74,,39.54,4131.8,3521.29,138.0332,8.304,False,5,18,2012,0
45,26,2011-06-10,6955.22,False,B,118221,73.88,3.881,,,,,,185.6486923,8.521,False,6,23,2011,0
38,24,2012-06-08,10.47,False,C,39690,84.83,4.103,491.31,,11.8,,1999.19,130.8896774,11.627,False,6,23,2012,0
15,35,2012-06-22,3088.63,False,B,123737,74.28,3.722,3816.09,1314.0,,667.31,2567.0,138.1629,8.15,False,6,25,2012,0
41,52,2010-02-19,1596.39,False,A,196321,24.13,2.55,,,,,,189.5340998,7.541,False,2,7,2010,0
39,87,2012-08-17,8585.29,False,A,184109,84.72,3.571,2549.92,133.06,2.33,4623.71,4609.77,220.7199609,6.623,False,8,33,2012,0
2,56,2012-06-08,5973.81,False,A,202307,78.69,3.452,12162.04,463.6,78.39,3610.78,10877.64,221.3877467,6.891,False,6,23,2012,0
16,67,2010-05-07,7162.83,False,B,57197,37.43,2.771,,,,,,189.5312483,6.842,False,5,18,2010,0
14,91,2010-02-05,162497.78,False,A,200898,27.31,2.784,,,,,,181.8711898,8.992,False,2,5,2010,0
37,25,2012-02-03,96.95,False,C,39910,61.33,3.36,1416.62,11.62,93.34,132.22,1757.37,218.8619099,7.244,False,2,5,2012,0
30,25,2012-04-20,34.66,False,C,42988,66.97,3.877,72.85,692.6,0.7,,369.74,221.2021074,6.891,False,4,16,2012,0
19,80,2010-06-04,21868.96,False,A,203819,68.88,3.006,,,,,,132.3648387,8.185,False,6,22,2010,0
3,92,2012-05-11,9053.45,False,B,37392,75.19,3.688,3794.95,,0.25,813.77,618.46,225.2351496,6.664,False,5,19,2012,0
19,50,2011-12-16,473.0,False,A,203819,37.07,3.611,5307.81,292.4,825.0,489.96,4799.18,136.5335161,7.866,False,12,50,2011,0
6,30,2011-03-18,6056.3,False,A,202505,65.07,3.488,,,,,,215.9035078,6.858,False,3,11,2011,0
25,91,2011-07-29,7539.66,False,B,128107,74.72,3.829,,,,,,208.6564699,7.274,False,7,30,2011,0
45,7,2011-09-23,11702.63,False,B,118221,63.75,3.711,,,,,,187.0295321,8.625,False,9,38,2011,0
6,19,2010-09-24,48.88,False,A,202505,76.49,2.624,,,,,,213.1152886,6.973,False,9,38,2010,0
40,44,2012-07-20,3311.47,False,A,155083,70.45,3.61,2418.7,89.01,9.52,1450.08,2263.49,138.2331935,4.156,False,7,29,2012,0
23,38,2012-07-06,45726.48,False,B,114533,70.86,3.538,6918.05,103.8,26.79,6112.89,5184.17,138.2296333,4.156,False,7,27,2012,0
40,10,2012-06-15,22935.77,False,A,155083,63.39,3.683,5288.06,244.82,42.74,1165.96,3695.1,138.1295333,4.125,False,6,24,2012,0
9,33,2011-03-25,1852.09,False,B,125833,68.79,3.473,,,,,,218.2007506,6.416,False,3,12,2011,0
2,33,2011-03-18,5933.46,False,A,202307,62.32,3.488,,,,,,214.0156238,8.028,False,3,11,2011,0
24,31,2012-04-27,1356.69,False,A,203819,49.26,4.163,12968.26,729.55,39.25,1121.45,15101.9,137.9781333,8.983,False,4,17,2012,0
21,83,2010-09-03,358.08,False,B,140167,82.57,2.577,,,,,,211.1886931,8.099,False,9,35,2010,0
10,95,2011-09-16,68798.62,False,B,126512,77.49,3.784,,,,,,129.4306,8.257,False,9,37,2011,0
39,29,2011-07-01,5612.61,False,A,184109,84.93,3.524,,,,,,213.9324122,8.177,False,7,26,2011,0
